customer_id,name,email,phone,dob,gender,city,branch_name,annual_income,credit_score,join_date
CUST00013,Nitara Bakshi,gaurangisabharwal@example.net,3421607337,18-06-1979,female,Ambattur,Dadar Branch,149879.03,496,2020-06-17
CUST00061,Victor Tella,ekbal60@example.com,+917159696641,26-03-1983,Male,Anantapur,Bandra Br.,45777.49,843,2019-08-04
CUST00177,Udant Mohanty,xnarula@example.com,4717099917,27-11-1968,female,Eluru,borivali branch,87649.64,395,2025-09-06
CUST00085,Azaan Tank,chasmum73@example.net,04710276773,26-10-1978,male,Satara,Borivali Br,60013.55,378,2022-02-06
CUST00102,Tanmayi Bhardwaj,umorar@example.org,04039106518,08-10-1959,Female,Chittoor,THANE,168620.98,768,2017-03-17
CUST00074,Pushti Agarwal,,5396218518,10-09-1992,M,Pali,THANE,36025.12,344,2024-08-31
CUST00103,Nilima Gole,oshaprasad@example.com,06618251286,28-08-1991,Male,Rajahmundry,ANDHERI,72364.04,348,2016-09-22
CUST00178,Odika Bhagat,lakshiyer@example.com,09725217525,05-11-1998,female,Kolkata,KURLA,122661.78,847,2024-05-10
CUST00175,Gayathri Malhotra,aradhana44@example.org,+918309652074,28-04-1973,,Machilipatnam,bandra branch,127898.43,587,2023-04-10
CUST00089,Ati Dani,gunbirramesh@example.com,08523986800,26-04-1958,,Thoothukudi,Andheri Br.,107752.95,476,2024-09-22
CUST00159,Chasmum Naidu,nakulsarkar@example.net,05289539264,13-08-2005,F,Warangal,GHATKOPAR,70454.17,409,2019-09-10
CUST00037,,dbansal@example.org,04516808760,07-06-1968,Female,Panchkula,Malad Branch,,429,2024-03-09
CUST00104,Chanchal Sheth,ywali@example.org,+917524310690,17-01-1972,female,Jabalpur,JUHU,180507.94,384,2018-05-20
CUST00071,Rajeshri Chand,shravyapalla@example.org,00685361530,09-05-1977,male,Thanjavur,Dadar Br.,82956.97,765,2019-02-25
CUST00045,Riya Pai,panini47@example.com,+916713695944,28-02-1957,Female,Panipat,bandra branch,38417.85,312,2016-10-21
CUST00010,Bhavani Dugar,nmittal@example.net,0841241182,15-03-1974,M,Mahbubnagar,Bandra Branch,38265.69,852,2020-04-01
CUST00122,Maya Patla,iyengarpranit@example.net,N/A,20-02-1972,M,Jamnagar,THANE,102799.19,836,2023-11-13
CUST00156,Harish Kota,amairawalla@example.net,+913965223955,04-12-1995,Female,Nagercoil,Juhu Br.,129443.94,698,2026-04-29
CUST00147,Xavier Shetty,wakeeta38@example.org,+910603850506,,Female,Vasai-Virar,Andheri,123045.9,645,2020-02-28
CUST00125,Henry Merchant,hchada@example.net,+915457387571,26-06-1985,F,Imphal,Thane Br.,194988.47,580,2017-10-23
CUST00168,Advik Virk,achowdhury@example.org,+919991191485,18-08-1983,female,Yamunanagar,malad branch,88182.74,364,2024-12-05
