customer_id,name,email,phone,dob,gender,city,branch_name,annual_income,credit_score,join_date,branch_name_clean
CUST00059,Frado Ben,nakulbawa@example.net,914767976438.0,1963-05-31,Female,Chinsurah,BORIVALI,99531.69,707,2018-07-22,Borivali Branch
CUST00176,Ranveer Oza,vamakshiparmer@example.net,2824172482.0,2001-12-03,,Hubli–Dharwad,thane branch,173733.12,429,2020-06-13,Thane Branch
CUST00179,Shaurya Ganguly,vrishtichakrabarti@example.org,6666760083.0,2005-05-22,,Kanpur,kurla branch,67464.72,588,2022-02-24,Kurla Branch
CUST00126,Chaitanya Contractor,ozaikbal@example.net,913828258673.0,1983-03-26,Female,Gaya,Ghatkopar Branch,78849.91,790,2024-01-08,Ghatkopar Branch
CUST00072,Balvan Mangat,wdewan@example.net,7901043289.0,,,Bhubaneswar,bandra branch,60060.25,538,2021-07-27,Bandra Branch
CUST00078,Falak Merchant,sanaya96@example.org,7570596401.0,2001-05-05,,Bharatpur,juhu branch,37612.79,619,2025-05-25,Juhu Branch
CUST00204,Baghyawati Sarma,qrana@example.org,2832684245.0,1956-06-05,Male,Amravati,KURLA,74496.82,588,2017-05-18,Kurla Branch
CUST00087,Dhriti Gupta,wishivarma@example.com,4701687339.0,1979-09-07,Female,Dhanbad,Borivali Br,178178.91,610,2021-06-15,Borivali Branch
CUST00006,Zaid Borra,dchaudhari@example.net,132677360.0,1966-11-15,Female,Delhi,BORIVALI,94260.26,588,2023-04-23,Borivali Branch
CUST00096,Daniel Chakraborty,baljiwangill@example.com,910672400499.0,1962-12-20,Male,Anantapuram,Kurla Br.,61250.59,385,2024-05-25,Kurla Branch
CUST00191,Januja Sethi,chatterjeetristan@example.org,5488510272.0,2004-06-13,Male,Aligarh,Malad Br.,44102.35,588,2020-12-29,Malad Branch
CUST00013,Nitara Bakshi,gaurangisabharwal@example.net,3421607337.0,1979-06-18,Female,Ambattur,Dadar Branch,149879.03,496,2020-06-17,Dadar Branch
CUST00061,Victor Tella,ekbal60@example.com,917159696641.0,1983-03-26,Male,Anantapur,Bandra Br.,45777.49,843,2019-08-04,Bandra Branch
CUST00177,Udant Mohanty,xnarula@example.com,4717099917.0,1968-11-27,Female,Eluru,borivali branch,87649.64,395,2025-09-06,Borivali Branch
CUST00085,Azaan Tank,chasmum73@example.net,4710276773.0,1978-10-26,Male,Satara,Borivali Br,60013.55,378,2022-02-06,Borivali Branch
CUST00102,Tanmayi Bhardwaj,umorar@example.org,4039106518.0,1959-10-08,Female,Chittoor,THANE,168620.98,768,2017-03-17,Thane Branch
CUST00103,Nilima Gole,oshaprasad@example.com,6618251286.0,1991-08-28,Male,Rajahmundry,ANDHERI,72364.04,348,2016-09-22,Andheri Branch
CUST00178,Odika Bhagat,lakshiyer@example.com,9725217525.0,1998-11-05,Female,Kolkata,KURLA,122661.78,847,2024-05-10,Kurla Branch
CUST00175,Gayathri Malhotra,aradhana44@example.org,918309652074.0,1973-04-28,,Machilipatnam,bandra branch,127898.43,587,2023-04-10,Bandra Branch
CUST00159,Chasmum Naidu,nakulsarkar@example.net,5289539264.0,2005-08-13,Female,Warangal,GHATKOPAR,70454.17,409,2019-09-10,Ghatkopar Branch
CUST00104,Chanchal Sheth,ywali@example.org,917524310690.0,1972-01-17,Female,Jabalpur,JUHU,180507.94,384,2018-05-20,Juhu Branch
CUST00071,Rajeshri Chand,shravyapalla@example.org,685361530.0,1977-05-09,Male,Thanjavur,Dadar Br.,82956.97,765,2019-02-25,Dadar Branch
CUST00045,Riya Pai,panini47@example.com,916713695944.0,1957-02-28,Female,Panipat,bandra branch,38417.85,312,2016-10-21,Bandra Branch
CUST00010,Bhavani Dugar,nmittal@example.net,841241182.0,1974-03-15,Male,Mahbubnagar,Bandra Branch,38265.69,852,2020-04-01,Bandra Branch
CUST00122,Maya Patla,iyengarpranit@example.net,0000000000,1972-02-20,Male,Jamnagar,THANE,102799.19,836,2023-11-13,Thane Branch
CUST00156,Harish Kota,amairawalla@example.net,913965223955.0,1995-12-04,Female,Nagercoil,Juhu Br.,129443.94,698,2026-04-29,Juhu Branch
CUST00147,Xavier Shetty,wakeeta38@example.org,910603850506.0,,Female,Vasai-Virar,Andheri,123045.9,645,2020-02-28,Andheri Branch
CUST00125,Henry Merchant,hchada@example.net,915457387571.0,1985-06-26,Female,Imphal,Thane Br.,194988.47,580,2017-10-23,Thane Branch
CUST00168,Advik Virk,achowdhury@example.org,919991191485.0,1983-08-18,Female,Yamunanagar,malad branch,88182.74,364,2024-12-05,Malad Branch
